StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
2011/08/18 10:19:13.610889,3484.870361,tcp,130.192.181.149,43106,  <?>,147.32.84.229,443,PA_PA,0,0,459,41690,24508,flow=Background
2011/08/18 10:19:13.611738,2440.422852,udp,147.32.84.229,13363,  <->,68.51.197.191,21348,CON,0,0,4,274,154,flow=Background-UDP-Established
2011/08/18 10:19:13.611752,0.367888,udp,147.32.84.229,13363,  <->,114.26.174.109,31056,CON,0,0,2,136,76,flow=Background-UDP-Established
2011/08/18 10:19:13.613353,270.336578,udp,77.85.143.253,9800,  <->,147.32.84.229,13363,CON,0,0,6,817,635,flow=Background-UDP-Established
2011/08/18 10:19:13.613615,2546.415039,tcp,81.81.67.46,49171,   ->,147.32.84.229,13363,FSPA_FSPA,0,0,269,25843,15904,flow=Background-TCP-Established
2011/08/18 10:19:13.642743,3570.869629,udp,95.149.168.251,11267,  <->,147.32.84.229,13363,CON,0,0,120,19559,9638,flow=Background-UDP-Established
2011/08/18 10:19:13.647266,3599.588379,tcp,81.20.48.51,80,  <?>,147.32.84.59,39836,PA_PA,0,0,43953,24849372,23419590,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:19:13.658039,2912.011230,udp,94.179.103.184,6909,  <->,147.32.84.229,13363,CON,0,0,8,992,744,flow=Background-UDP-Established
2011/08/18 10:19:13.663871,0.000183,tcp,84.12.54.36,49818,   ->,147.32.84.118,6881,S_RA,0,0,2,122,62,flow=Background-TCP-Attempt
2011/08/18 10:19:13.682069,3037.100830,udp,203.125.50.50,9120,  <->,147.32.84.229,13363,CON,0,0,4,268,148,flow=Background-UDP-Established
2011/08/18 10:19:13.686567,3007.376465,udp,2.32.222.83,61412,  <->,147.32.84.229,13363,CON,0,0,4,266,146,flow=Background-UDP-Established
2011/08/18 10:19:13.689224,210.077454,tcp,195.24.232.164,80,  <?>,147.32.84.164,34588,FPA_FA,0,0,3563,3602429,3532337,flow=To-Background-Grill
2011/08/18 10:19:13.696643,0.000653,udp,196.44.240.61,28714,  <->,147.32.84.229,13363,CON,0,0,2,127,67,flow=Background-UDP-Established
2011/08/18 10:19:13.708333,0.000538,udp,49.240.140.102,20426,  <->,147.32.84.229,443,CON,0,0,2,128,60,flow=Background-UDP-Established
2011/08/18 10:19:13.710577,0.000292,udp,147.32.85.25,57977,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.711042,0.000235,udp,147.32.85.25,59665,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.720531,0.007211,tcp,147.32.84.59,2313,  <?>,80.239.149.26,80,FA_A,0,0,2,132,66,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:19:13.721036,109.356430,udp,201.209.15.135,42264,  <->,147.32.84.59,43087,CON,0,0,798,763151,19509,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:19:13.727049,358.953339,tcp,94.126.186.67,57955,  <?>,147.32.84.229,80,RPA_PA,0,0,56,4987,3198,flow=Background
2011/08/18 10:19:13.730288,0.000179,udp,147.32.85.25,55886,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.730619,0.000206,udp,147.32.85.25,33234,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.733809,0.000311,udp,147.32.85.25,34984,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.734256,0.000192,udp,147.32.85.25,48437,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.745612,3595.716553,tcp,147.32.84.59,49324,  <?>,62.44.1.24,80,PA_PA,0,0,2157,619245,490890,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:19:13.748190,0.497019,tcp,147.32.86.223,38666,   ->,89.221.217.12,1935,SRPA_SPA,0,0,17,8056,4201,flow=Background-TCP-Established
2011/08/18 10:19:13.749314,0.000696,udp,86.100.133.199,61178,  <->,147.32.84.229,13363,CON,0,0,2,555,74,flow=Background-UDP-Established
2011/08/18 10:19:13.753823,0.000674,udp,58.8.226.198,25410,  <->,147.32.84.229,13363,CON,0,0,2,137,77,flow=Background-UDP-Established
2011/08/18 10:19:13.761467,15.341336,tcp,194.108.204.22,48748,  <?>,147.32.84.138,8080,FPA_FPA,0,0,47,22000,14034,flow=Background
2011/08/18 10:19:13.770359,0.000273,udp,147.32.85.25,44131,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.770806,0.000143,udp,147.32.85.25,37673,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.772118,1123.192139,udp,223.205.214.227,10029,  <->,147.32.84.59,43087,CON,0,0,21,1472,1266,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:19:13.773422,0.000324,udp,147.32.85.25,43683,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.773863,0.000245,udp,147.32.85.25,40665,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.781827,0.000226,udp,147.32.86.223,49824,  <->,147.32.80.9,53,CON,0,0,2,204,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.806677,0.000308,udp,147.32.85.25,38372,  <->,147.32.80.9,53,CON,0,0,2,326,86,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.809901,0.000268,udp,147.32.85.25,44338,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.809984,0.000487,udp,147.32.85.25,50523,  <->,147.32.80.9,53,CON,0,0,2,530,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.809989,0.000663,udp,147.32.85.25,50523,  <->,147.32.80.9,53,CON,0,0,2,534,74,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.810160,0.000595,udp,98.244.73.136,4027,  <->,147.32.84.229,13363,CON,0,0,2,141,81,flow=Background-UDP-Established
2011/08/18 10:19:13.810313,0.000347,udp,147.32.85.25,54650,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:13.820378,3090.778809,tcp,147.32.97.253,56699,  <?>,147.32.84.8,22,PA_PA,0,0,1196,151988,62002,flow=Background
2011/08/18 10:19:13.831744,3042.460938,udp,113.65.40.102,62463,  <->,147.32.84.229,13363,CON,0,0,4,270,150,flow=Background-UDP-Established
2011/08/18 10:19:13.836485,3599.037598,tcp,195.250.146.6,554,  <?>,147.32.84.59,49340,PA_PA,0,0,54812,61167280,60353070,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:19:13.847933,94.934952,tcp,74.125.232.215,443,  <?>,147.32.86.110,53538,FPA_FPA,0,0,18,1602,915,flow=Background
2011/08/18 10:19:13.857603,3598.003418,tcp,78.128.194.184,1194,  <?>,147.32.84.68,52948,PA_PA,0,0,1478,144381,73709,flow=Background
2011/08/18 10:19:13.858438,3581.168213,tcp,147.32.84.59,37578,  <?>,74.125.232.215,443,PA_PA,0,0,1272,309345,94033,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:19:13.867884,20.770145,tcp,77.246.52.166,2400,  <?>,147.32.84.229,443,FPA_FRA,0,0,5,324,204,flow=Background
2011/08/18 10:19:13.868945,0.000000,tcp,77.246.52.166,2398,   ?>,147.32.84.229,13363,R_,0,,1,60,60,flow=Background
2011/08/18 10:19:13.877139,3599.572510,tcp,78.80.14.227,22,  <?>,147.32.84.3,41343,PA_PA,0,0,24236,2259792,1449840,flow=Background
2011/08/18 10:19:13.889031,3189.459717,udp,109.164.3.183,51010,  <->,147.32.84.229,13363,CON,0,0,18,2635,1922,flow=Background-UDP-Established
2011/08/18 10:19:13.889543,3590.316162,tcp,147.32.84.229,13363,  <?>,85.70.149.37,3360,PA_PA,0,0,569,63049,23760,flow=Background
2011/08/18 10:19:13.916975,3571.053955,udp,141.156.150.237,7236,  <->,147.32.84.229,13363,CON,0,0,119,19458,9506,flow=Background-UDP-Established
2011/08/18 10:19:13.934788,1680.948853,tcp,82.199.111.22,51332,  <?>,147.32.84.229,443,FPA_FPA,0,0,157,13594,8010,flow=Background
2011/08/18 10:19:13.938425,3594.844727,udp,46.191.167.153,11190,  <->,147.32.84.229,13363,CON,0,0,18,2184,1029,flow=Background-UDP-Established
2011/08/18 10:19:13.939371,3595.372070,tcp,147.32.84.229,443,  <?>,195.239.66.250,50973,PA_PA,0,0,1055,109904,51924,flow=Background
2011/08/18 10:19:13.957965,3548.954590,tcp,147.32.85.34,143,  <?>,194.108.204.19,35149,PA_PA,0,0,660,74100,39540,flow=Background
2011/08/18 10:19:13.962304,3392.437500,arp,147.32.87.52,,  who,147.32.87.49,,RSP,,,9,540,0,flow=Background
2011/08/18 10:19:13.963196,3392.438721,arp,147.32.87.49,,  who,147.32.87.52,,INT,,,9,540,540,flow=Background
2011/08/18 10:19:13.977342,74.242401,udp,67.160.121.194,16673,  <->,147.32.84.59,43087,CON,0,0,247,229845,5993,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:19:13.979580,557.303284,udp,126.170.234.66,59387,  <->,147.32.84.229,13363,CON,0,0,12,3150,2790,flow=Background-UDP-Established
2011/08/18 10:19:13.981640,4.700132,udp,147.32.84.229,13363,   ->,95.52.90.246,53185,INT,0,,4,1096,1096,flow=Background-UDP-Attempt
2011/08/18 10:19:13.981760,4.028003,udp,147.32.84.229,13363,   ->,78.84.137.106,30657,INT,0,,2,932,932,flow=Background-UDP-Attempt
2011/08/18 10:19:13.981819,4.028003,udp,147.32.84.229,13363,   ->,116.255.12.184,55584,INT,0,,2,932,932,flow=Background-UDP-Attempt
2011/08/18 10:19:13.981868,4.027958,udp,147.32.84.229,13363,   ->,24.247.253.8,34092,INT,0,,2,932,932,flow=Background-UDP-Attempt
2011/08/18 10:19:13.993296,3599.308594,udp,83.11.238.15,49910,   ->,147.32.86.239,161,INT,0,,181,21720,21720,flow=Background-UDP-Attempt
2011/08/18 10:19:14.005167,3588.854248,tcp,62.24.66.210,36590,  <?>,147.32.84.229,443,PA_PA,0,0,264,44175,36012,flow=Background
2011/08/18 10:19:14.006096,2631.768555,udp,178.90.23.47,38242,  <->,147.32.84.229,13363,CON,0,0,6,405,225,flow=Background-UDP-Established
2011/08/18 10:19:14.009431,0.066148,tcp,147.32.86.165,49959,  <?>,94.100.187.194,80,FA_A,0,0,2,120,60,flow=Background
2011/08/18 10:19:14.010255,18.405928,tcp,147.32.86.165,49980,   ->,94.100.187.194,80,FSPA_FSPA,0,0,11,1838,793,flow=Background-TCP-Established
2011/08/18 10:19:14.010479,0.000274,udp,147.32.85.89,32819,  <->,147.32.80.9,53,CON,0,0,2,204,77,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.032011,0.000379,udp,147.32.84.138,38548,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.032283,0.000231,udp,147.32.84.138,40626,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.039638,0.000217,udp,147.32.84.138,58255,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.039653,0.000288,udp,147.32.84.138,47863,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.046767,0.000160,udp,147.32.84.138,59139,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.046827,0.000298,udp,147.32.84.138,40399,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.051278,0.000112,udp,147.32.84.138,53572,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.051292,0.000255,udp,147.32.84.138,47459,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.055584,0.000171,udp,147.32.84.138,54990,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.055592,0.000245,udp,147.32.84.138,33198,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.060489,0.000265,udp,147.32.84.138,55282,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.060498,0.000269,udp,147.32.84.138,59882,  <->,147.32.80.9,53,CON,0,0,2,214,81,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.067195,0.009174,tcp,147.32.85.26,58763,  <?>,209.85.148.147,80,FA_FA,0,0,3,180,120,flow=Background
2011/08/18 10:19:14.073823,26.990276,udp,147.32.84.59,43087,   ->,109.175.50.70,1194,INT,0,,7,504,504,flow=Background-Attempt-cmpgw-CVUT
2011/08/18 10:19:14.073829,104.212471,tcp,147.32.84.59,1654,  <?>,117.194.42.208,33482,RPA_PA,0,0,478,331138,316305,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:19:14.073835,2.996390,udp,147.32.84.59,43087,   ->,114.138.217.214,9146,INT,0,,2,144,144,flow=Background-Attempt-cmpgw-CVUT
2011/08/18 10:19:14.102078,2470.940430,udp,178.253.242.3,9411,  <->,147.32.84.229,13363,CON,0,0,4,266,146,flow=Background-UDP-Established
2011/08/18 10:19:14.119245,0.000000,udp,147.32.84.118,1153,   ->,178.2.216.156,6881,INT,0,,1,107,107,flow=Background-UDP-Attempt
2011/08/18 10:19:14.134199,1016.864685,tcp,74.125.232.216,443,  <?>,147.32.84.21,44146,FPA_FPA,0,0,211,54002,30279,flow=Background
2011/08/18 10:19:14.141896,0.000673,udp,78.90.84.134,45865,  <->,147.32.84.229,13363,CON,0,0,2,552,75,flow=Background-UDP-Established
2011/08/18 10:19:14.160886,3534.724854,udp,147.230.32.193,3128,  <->,147.32.84.229,13363,CON,0,0,8,1029,733,flow=Background-UDP-Established
2011/08/18 10:19:14.161369,3595.553223,tcp,147.32.84.229,13363,  <?>,194.228.143.168,16516,PA_PA,0,0,558,60740,22600,flow=Background
2011/08/18 10:19:14.169424,0.000200,udp,147.32.85.25,42512,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.169797,0.000157,udp,147.32.85.25,38671,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.175764,0.029852,tcp,147.32.86.165,49982,   ->,90.183.39.86,80,FSPA_FSPA,0,0,21,17440,1097,flow=Background-TCP-Established
2011/08/18 10:19:14.177340,3546.996338,udp,85.13.72.246,123,  <->,147.32.87.2,123,CON,0,0,112,10080,5040,flow=Background-UDP-NTP-Established-1
2011/08/18 10:19:14.180836,0.324317,tcp,147.32.84.59,55792,   ->,76.13.114.90,80,FSPA_FSPA,0,0,9,1538,699,flow=Background-Established-cmpgw-CVUT
2011/08/18 10:19:14.188901,0.000152,udp,147.32.85.25,36845,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.189193,0.000337,udp,147.32.85.25,50033,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.193773,0.000148,udp,147.32.85.25,45041,  <->,147.32.80.9,53,CON,0,0,2,208,79,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.194077,0.000288,udp,147.32.85.25,43658,  <->,147.32.80.9,53,CON,0,0,2,207,66,flow=To-Background-UDP-CVUT-DNS-Server
2011/08/18 10:19:14.217004,3540.327637,tcp,81.90.173.232,3491,  <?>,147.32.84.229,13363,PA_PA,0,0,801,79727,39797,flow=Background
